insomnia	originate from	fear	>	insomnia	conceal	fear
insomnia	associate with	tension	>	insomnia	conceal	fear
fear	cause	insomnia	>	insomnia	associate with	anxiety
insomnia	associate with	anxiety	>	anxiety	produce	insomnia
depression	associate with	insomnia	>	insomnia	accompany by	depression
fear	lead to	insomnia	>	stress	cause	insomnia
depression	cause	insomnia	>	depression	contribute to	insomnia
depression	associate with	insomnia	>	insomnia	associate with	depression
depression	characterize by	insomnia	>	insomnia	accompany by	depression
withdrawal	result in	insomnia	>	withdrawal	associate with	insomnia
anxiety	produce	insomnia	>	stress	cause	insomnia
depression	contribute to	insomnia	>	depression	characterize by	insomnia
anxiety	produce	insomnia	>	insomnia	originate from	fear
caffeine	cause	insomnia	>	tea	cause	insomnia
withdrawal	cause	insomnia	>	withdrawal	associate with	insomnia
depression	produce	insomnia	>	insomnia	accompany	depression
insomnia	associate with	withdrawal	>	withdrawal	produce	insomnia
insomnia	associate with	depression	>	insomnia	cause by	depression
depression	contribute to	insomnia	>	insomnia	associate with	depression
stress	cause	insomnia	>	insomnia	originate from	fear
depression	produce	insomnia	>	insomnia	accompany by	depression
insomnia	be in	depression	>	insomnia	cause by	depression
insomnia	cause by	anxiety	>	anxiety	produce	insomnia
insomnia	cause by	depression	>	insomnia	accompany	depression
insomnia	follow by	sleep	X	sleep	disturb with	insomnia
sleep	disturb with	insomnia	>	sleep	disturb by	insomnia
insomnia	cause by	stress	>	anxiety	associate with	insomnia
insomnia	conceal	fear	>	insomnia	associate with	tension
insomnia	accompany by	depression	>	depression	produce	insomnia
insomnia	originate from	fear	>	fear	lead to	insomnia
insomnia	conceal	fear	>	insomnia	associate with	anxiety
depression	cause	insomnia	>	insomnia	cause by	depression
anxiety	associate with	insomnia	>	insomnia	cause by	anxiety
withdrawal	cause	insomnia	>	withdrawal	produce	insomnia
stress	cause	insomnia	>	anxiety	associate with	insomnia
insomnia	associate with	anxiety	>	insomnia	associate with	tension
insomnia	accompany by	depression	>	insomnia	associate with	depression
insomnia	cause by	depression	>	insomnia	accompany by	depression
withdrawal	characterize by	insomnia	>	insomnia	associate with	withdrawal
anxiety	produce	insomnia	>	anxiety	cause	insomnia
insomnia	associate with	anxiety	>	insomnia	conceal	fear
insomnia	conceal	fear	>	fear	lead to	insomnia
withdrawal	result in	insomnia	>	insomnia	accompany	withdrawal
sleep	disturb by	insomnia	X	insomnia	follow by	sleep
insomnia	cause by	anxiety	>	insomnia	associate with	stress
insomnia	associate with	withdrawal	>	insomnia	accompany	withdrawal
depression	produce	insomnia	>	depression	cause	insomnia
anxiety	produce	insomnia	>	insomnia	cause by	anxiety
sleep	interrupt by	insomnia	>	insomnia	lead to	exhaustion
withdrawal	produce	insomnia	>	insomnia	accompany	withdrawal
insomnia	cause by	anxiety	>	insomnia	associate with	tension
sleep	interrupt by	insomnia	>	insomnia	cause	fatigue
depression	cause	insomnia	>	depression	associate with	insomnia
fear	lead to	insomnia	>	insomnia	associate with	stress
anxiety	cause	insomnia	>	insomnia	cause by	stress
depression	contribute to	insomnia	>	insomnia	be in	depression
